Date,Video ID,Title,Channel,Talents,Published,View Count,Is Cover,Thumbnail
21/02/2022,d1nkcGgi0S8,第六感 - THE SIXTH SENSE  Acoustic Guitar cover,Izuru Ch. 奏手イヅル,イヅル,30/10/2020,87774,cover,https://i.ytimg.com/vi/d1nkcGgi0S8/default.jpg
21/02/2022,YiQq1dHlKCo,【アイキス２ED曲】allegretto-そらときみ-【Vo.さくらみこ】,せーふく部ちゃんねる【アイキスシリーズ公式】,そら みこ,30/10/2020,62219,original,https://i.ytimg.com/vi/YiQq1dHlKCo/default.jpg
21/02/2022,CZGFm-O5IOU,Minato Aqua - For The Win 【湊あくあ/オリジナル曲】,Aqua Ch. 湊あくあ,あくあ,26/10/2020,2456053,original,https://i.ytimg.com/vi/CZGFm-O5IOU/default.jpg
21/02/2022,JoDcaZASa8M,Saint Snow「Believe Again」/ 星街すいせい×夏色まつり(Live-edition),Suisei Channel,すいせい,25/10/2020,429828,original,https://i.ytimg.com/vi/JoDcaZASa8M/default.jpg
21/02/2022,uNinCsRhVgU,今宵はHalloween Night!,hololive IDOL PROJECT - Topic,,22/10/2020,3338311,original,https://i.ytimg.com/vi/uNinCsRhVgU/default.jpg
21/02/2022,Ehm_A0pYQEM,LiSA『紅蓮華』 / 星街すいせい(Live-edition),Suisei Channel,すいせい,22/10/2020,386408,original,https://i.ytimg.com/vi/Ehm_A0pYQEM/default.jpg
21/02/2022,Bqj5DsHNJpE,空祭り,TOKINOSORA - Topic,祭り,20/10/2020,72296,original,https://i.ytimg.com/vi/Bqj5DsHNJpE/default.jpg
21/02/2022,Mxysqo6Tbks,マイオドレ！舞舞タイム,Kinoshita - Topic,,20/10/2020,62396,original,https://i.ytimg.com/vi/Mxysqo6Tbks/default.jpg
21/02/2022,A3173J48AbA,Step and Go!!,TOKINOSORA - Topic,,20/10/2020,303870,original,https://i.ytimg.com/vi/A3173J48AbA/default.jpg
21/02/2022,JC_FYkbUbAE,青空のシンフォニー,TOKINOSORA - Topic,,20/10/2020,101295,original,https://i.ytimg.com/vi/JC_FYkbUbAE/default.jpg
21/02/2022,G5Y4lDRHDrc,ブルーベリームーン,TOKINOSORA - Topic,,20/10/2020,87074,original,https://i.ytimg.com/vi/G5Y4lDRHDrc/default.jpg
21/02/2022,G5Y4lDRHDrc,ブルーベリームーン,TOKINOSORA - Topic,,20/10/2020,87074,original,https://i.ytimg.com/vi/G5Y4lDRHDrc/default.jpg
21/02/2022,DoecM99tPxw,リア/リモシンパサイザー,TOKINOSORA - Topic,,20/10/2020,55996,original,https://i.ytimg.com/vi/DoecM99tPxw/default.jpg
21/02/2022,Bhl2ZJ58LFY,ぐるぐる・ラブストーリー,TOKINOSORA - Topic,,20/10/2020,29282,original,https://i.ytimg.com/vi/Bhl2ZJ58LFY/default.jpg
21/02/2022,IRl9SreAhG4,Chu-Chu-Lu,TOKINOSORA - Topic,,20/10/2020,134819,original,https://i.ytimg.com/vi/IRl9SreAhG4/default.jpg
21/02/2022,Pw6X2mocMRQ,月曜日の憂鬱 / 夏色まつり cover,Matsuri Channel 夏色まつり,,18/10/2020,442598,cover,https://i.ytimg.com/vi/Pw6X2mocMRQ/default.jpg
21/02/2022,IpO7fxGw5V8,「風吹けば恋」short ver. -IMAGINATION vol.3 収録-,Matsuri Channel 夏色まつり,,17/10/2020,76274,original,https://i.ytimg.com/vi/IpO7fxGw5V8/default.jpg
21/02/2022,oUNbANUihwc,【piano arrange】 Uru「あなたがいることで」テセウスの船 主題歌  / Covered by 律可×波羅ノ鬼,Rikka ch.律可,律可,16/10/2020,83826,cover,https://i.ytimg.com/vi/oUNbANUihwc/default.jpg
21/02/2022,6EXysoJRuxc,【アイキス２ED曲】Cream+Mint【Vo.AZKi】,せーふく部ちゃんねる【アイキスシリーズ公式】,AZKi,16/10/2020,18373,original,https://i.ytimg.com/vi/6EXysoJRuxc/default.jpg
21/02/2022,OG6yRuj3KkY,【ON STAGE!収録】Step and Go!!(Short ver.)MV【ときのそらオリジナル楽曲】,SoraCh. ときのそらチャンネル,そら,15/10/2020,306006,original,https://i.ytimg.com/vi/OG6yRuj3KkY/default.jpg
21/02/2022,1rgkCnKggTc,【Cover】帝国少女-Imperial Girl / 奏手イヅル(Kanade Izuru),Izuru Ch. 奏手イヅル,イヅル,15/10/2020,379299,cover,https://i.ytimg.com/vi/1rgkCnKggTc/default.jpg
21/02/2022,vpViBoIVrk0,Shiny Smily Story - hololive Indonesia (Cover),hololive Indonesia,Risu Moona Iofi,13/10/2020,307134,cover,https://i.ytimg.com/vi/vpViBoIVrk0/default.jpg
21/02/2022,lh5UqNxEbhs,【IOFI x POCHI-MARU】 Happy Synthesizer / ハッピーシンセサイザ COVER【＃いおぽち】,Airani Iofifteen Channel hololive-ID,Iofi,12/10/2020,236891,cover,https://i.ytimg.com/vi/lh5UqNxEbhs/default.jpg
21/02/2022,MSX8QbJR0eQ,気まぐれメルシィKimagure Mercy/アキ・ローゼンタール【歌ってみた】,アキロゼCh。Vtuber/ホロライブ所属,メル アキ,11/10/2020,134440,cover,https://i.ytimg.com/vi/MSX8QbJR0eQ/default.jpg
21/02/2022,3QJD9iekpDQ,【日清カレーメシコラボ楽曲】「カレーメシ・イン・ミラクル」リリックビデオ【#ホロライブカレーメシWEEK】,hololive ホロライブ - VTuber Group,あくあ スバル ぺこら,11/10/2020,3135814,original,https://i.ytimg.com/vi/3QJD9iekpDQ/default.jpg
21/02/2022,JonQ09L2N0U,ワタシノテンシ / 夏色まつり cover【オリジナルPV】,Matsuri Channel 夏色まつり,ルーナ,09/10/2020,435794,cover,https://i.ytimg.com/vi/JonQ09L2N0U/default.jpg
21/02/2022,Xn2hOjDOZ0g,【椎名もた】Q  / AZKi【歌ってみた】,AZKi Channel,AZKi,08/10/2020,179574,cover,https://i.ytimg.com/vi/Xn2hOjDOZ0g/default.jpg
21/02/2022,LaOo9OxKxPc,【アイキス２ED曲】as×sist ~甘えベタな私なりに~【Vo.さくらみこ】,せーふく部ちゃんねる【アイキスシリーズ公式】,みこ,02/10/2020,82823,original,https://i.ytimg.com/vi/LaOo9OxKxPc/default.jpg
21/02/2022,qgeuRSawFaw,ボンバーキングのテーマ/戌神ころね(cover),Korone Ch. 戌神ころね,ころね,01/10/2020,827037,cover,https://i.ytimg.com/vi/qgeuRSawFaw/default.jpg
21/02/2022,PNA-sTiC0Ds,ふわふわ時間 / 猫又おかゆ (Cover),Okayu Ch. 猫又おかゆ,おかゆ,01/10/2020,1923781,cover,https://i.ytimg.com/vi/PNA-sTiC0Ds/default.jpg
21/02/2022,6262sH3SrIU,"【SorAZ Special Live】紅藍クロニクル / SorAZ (ときのそら,AZKi)【#劇場版SorAZ】",AZKi Channel,そら AZKi,29/09/2020,102928,original,https://i.ytimg.com/vi/6262sH3SrIU/default.jpg
21/02/2022,wZHodOVE0sc,【爽やかに】ただ君に晴れ（Cover）【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,27/09/2020,627625,cover,https://i.ytimg.com/vi/wZHodOVE0sc/default.jpg
21/02/2022,1UId-1TnC4U,【歌ってみた】KING - Kanaria / covered by 影山シエン,Shien Ch.影山シエン,シエン,27/09/2020,879940,cover,https://i.ytimg.com/vi/1UId-1TnC4U/default.jpg
21/02/2022,0OtNQEpSeIA,チューリングラブ /Cover 湊あくあ/猫又おかゆ【ホロライブ】,Aqua Ch. 湊あくあ,おかゆ あくあ,27/09/2020,5656626,cover,https://i.ytimg.com/vi/0OtNQEpSeIA/default.jpg
21/02/2022,akFLlRmmIpw,【ふたりだけの歌よ】紅藍クロニクル / SorAZ【AZKi ときのそら】,AZKi Channel,そら AZKi,22/09/2020,189026,original,https://i.ytimg.com/vi/akFLlRmmIpw/default.jpg
21/02/2022,BmHBJg7_4jE,三月のパンタシア-コラージュ『 衛宮さんちの今日のごはんED』Hololive/アキ・ローゼンタール(Cover),アキロゼCh。Vtuber/ホロライブ所属,アキ,20/09/2020,418395,cover,https://i.ytimg.com/vi/BmHBJg7_4jE/default.jpg
21/02/2022,YcfZziSg0cg,三つ葉の結びめ／AZKi & 天音かなた(Cover),Kanata Ch. 天音かなた,AZKi かなた,19/09/2020,626587,cover,https://i.ytimg.com/vi/YcfZziSg0cg/default.jpg
21/02/2022,fY1CQ5kSRxY,小悪魔的に『 KING 』歌ってみた/ covered by ロボ子さん,Roboco Ch. - ロボ子,ロボ子,19/09/2020,2360480,cover,https://i.ytimg.com/vi/fY1CQ5kSRxY/default.jpg
21/02/2022,M1U9STMqoy8,【アイキス２ED曲】Leaf ticket【Vo.AZKi】,せーふく部ちゃんねる【アイキスシリーズ公式】,AZKi,18/09/2020,25667,original,https://i.ytimg.com/vi/M1U9STMqoy8/default.jpg
21/02/2022,h-LOlueKCtk,[Original Song] Live Again - Calliope Mori #holoMyth #hololiveEnglish,Mori Calliope Ch. hololive-EN,Calliope,16/09/2020,10344132,original,https://i.ytimg.com/vi/h-LOlueKCtk/default.jpg
21/02/2022,-wV0AH0u8ik,楓 / スピッツ (Covered by 夏色まつり&律可),Matsuri Channel 夏色まつり,律可,15/09/2020,896911,cover,https://i.ytimg.com/vi/-wV0AH0u8ik/default.jpg
21/02/2022,6ydgEipkUEU,[Original Rap] DEAD BEATS - Calliope Mori #holoMyth #hololiveEnglish,Mori Calliope Ch. hololive-EN,Calliope,15/09/2020,12969657,original,https://i.ytimg.com/vi/6ydgEipkUEU/default.jpg
21/02/2022,vz7JIBvAFqM,[Original Rap] ReaperかRapper? 自己紹介ラップ - Calliope Mori #holoMyth #hololiveEnglish,Mori Calliope Ch. hololive-EN,Calliope,14/09/2020,2995662,original,https://i.ytimg.com/vi/vz7JIBvAFqM/default.jpg
21/02/2022,COTlkuHohm0,【キメキメで】アンヘル【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,13/09/2020,255477,cover,https://i.ytimg.com/vi/COTlkuHohm0/default.jpg
21/02/2022,5y3xh8gs24c,"[ORIGINAL SONG]  失礼しますが、RIP♡ || “Excuse My Rudeness, But Could You Please RIP?” - Calliope Mori",Mori Calliope Ch. hololive-EN,Calliope,12/09/2020,29026855,original,https://i.ytimg.com/vi/5y3xh8gs24c/default.jpg
21/02/2022,HbfVsscUMaU,【東方Vocal/アニメPV】人間が大好きなこわれた妖怪の唄【ホロライブ/宝鐘マリン】,Marine Ch. 宝鐘マリン,マリン,11/09/2020,434752,original,https://i.ytimg.com/vi/HbfVsscUMaU/default.jpg
21/02/2022,6f-hghYUosk,【歌ってみた】可愛くなりたい【花岸(岸堂天真 花咲みやび)/ホロスターズ】,Temma Ch. 岸堂天真,みやび 天真,10/09/2020,113342,cover,https://i.ytimg.com/vi/6f-hghYUosk/default.jpg
21/02/2022,daAc1qj5DDY,【DECO*27 】乙女解剖 / AZKi【歌ってみた】,AZKi Channel,AZKi,10/09/2020,138694,cover,https://i.ytimg.com/vi/daAc1qj5DDY/default.jpg
21/02/2022,ITPpK7GXoEc,マイオドレ！舞舞タイム 【ときのそら＆さくらみこ×maimai でらっくす Splash 】MV,SoraCh. ときのそらチャンネル,そら みこ,08/09/2020,334100,original,https://i.ytimg.com/vi/ITPpK7GXoEc/default.jpg
21/02/2022,TyILqS4nF3M,chocolate box／角巻わため×天音かなた(Cover),Watame Ch. 角巻わため,かなた わため,05/09/2020,780599,cover,https://i.ytimg.com/vi/TyILqS4nF3M/default.jpg
21/02/2022,oWm6PV3CqCA,【アイキス２ED曲】さくらんぼキッス ～爆発だも〜ん～【Vo.宝鐘マリン】,せーふく部ちゃんねる【アイキスシリーズ公式】,マリン,04/09/2020,231718,original,https://i.ytimg.com/vi/oWm6PV3CqCA/default.jpg
21/02/2022,UBSx4qqeikY,【歌ってみた】花に亡霊 / ヨルシカ【潤羽るしあcover】,Rushia Ch. 潤羽るしあ,るしあ,31/08/2020,7424661,cover,https://i.ytimg.com/vi/UBSx4qqeikY/default.jpg
21/02/2022,WKmzvtEv9Wc,【SorAZの】東京サマーセッション ときのそら & AZKi【夏の思い出】,AZKi Channel,そら AZKi,30/08/2020,158305,original,https://i.ytimg.com/vi/WKmzvtEv9Wc/default.jpg
21/02/2022,p6UR4l-yMsc,わためラップ Loud ver. 🎸【角巻わため/ホロライブ４期生】,Watame Ch. 角巻わため,わため,28/08/2020,316909,original,https://i.ytimg.com/vi/p6UR4l-yMsc/default.jpg
21/02/2022,4muYzftomAE,flos / 猫又おかゆ (Cover),Okayu Ch. 猫又おかゆ,おかゆ,28/08/2020,10123277,cover,https://i.ytimg.com/vi/4muYzftomAE/default.jpg
21/02/2022,xGihoycGivE,#あくあ色ぱれっと,Akua Minato - Topic,あくあ,28/08/2020,3126468,original,https://i.ytimg.com/vi/xGihoycGivE/default.jpg
21/02/2022,k12oVF-o528,【公式OP】「アイキス２」OPムービー【Vo.さくらみこ、宝鐘マリン、AZKi】,せーふく部ちゃんねる【アイキスシリーズ公式】,みこ AZKi マリン,26/08/2020,347342,original,https://i.ytimg.com/vi/k12oVF-o528/default.jpg
21/02/2022,x1_OmuQLRYU,【しっとりと】ダイアモンドクレバス/Diamond Crevasse(cover)【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,26/08/2020,515740,cover,https://i.ytimg.com/vi/x1_OmuQLRYU/default.jpg
21/02/2022,OzXPlX9KgJk,ブリキノダンス / 日向電工『covered by 律可』,Rikka ch.律可,律可,23/08/2020,126878,cover,https://i.ytimg.com/vi/OzXPlX9KgJk/default.jpg
21/02/2022,A4rwGGrBVrg,【ON STAGE!収録】ぐるぐる・ラブストーリー(Short ver.)MV【ときのそらオリジナル楽曲】,SoraCh. ときのそらチャンネル,そら,20/08/2020,137429,original,https://i.ytimg.com/vi/A4rwGGrBVrg/default.jpg
21/02/2022,gZL4-f3jRoE,Ahoy!! 我ら宝鐘海賊団☆,宝鐘マリン - Topic,マリン,20/08/2020,17177037,original,https://i.ytimg.com/vi/gZL4-f3jRoE/default.jpg
21/02/2022,jtMq-Vra7dY,【MAD】ラミィのうた【#桃鈴ねね】,Nene Ch.桃鈴ねね,ねね,18/08/2020,244961,original,https://i.ytimg.com/vi/jtMq-Vra7dY/default.jpg
21/02/2022,axZ9LYMvrPo,【歌ってみた】MOON PRIDE / ももいろクローバーZ【朝ノ瑠璃×戌亥とこ×白上フブキ×樋口楓×宝鐘マリン】美少女戦士セーラームーンCrystal OPテーマ / SailorMoon,朝ノ姉妹ぷろじぇくと,フブキ マリン,17/08/2020,2277762,cover,https://i.ytimg.com/vi/axZ9LYMvrPo/default.jpg
21/02/2022,6aaHNvAca1k,Watame-lon head rap 🍉 (long ver.)【角巻わため/ホロライブ４期生】,Watame Ch. 角巻わため,わため,17/08/2020,408936,original,https://i.ytimg.com/vi/6aaHNvAca1k/default.jpg
21/02/2022,IixAr5W3TIc,【おちゃめ機能】ほろふぁいぶが吹っ切れた【5人で歌ってみた】,Lamy Ch. 雪花ラミィ,アロエ ねね ぼたん ポルカ,16/08/2020,1896352,cover,https://i.ytimg.com/vi/IixAr5W3TIc/default.jpg
21/02/2022,d0oDMXWMs8o,HOLOGRAM CIRCUS - 尾丸ポルカ (short ver.),Polka Ch. 尾丸ポルカ,ポルカ,16/08/2020,1213479,original,https://i.ytimg.com/vi/d0oDMXWMs8o/default.jpg
21/02/2022,m_a4CcA_oi4,【歌ってみた】Fire◎Flower covered by HOLOSTARS【律可/イヅル/アステル/シエン】,Shien Ch.影山シエン,イヅル 律可 アステル シエン,16/08/2020,260770,cover,https://i.ytimg.com/vi/m_a4CcA_oi4/default.jpg
21/02/2022,OsUybM5cJUc,【Cover】テレキャスタービーボーイ / 奏手イヅル(Kanade Izuru),Izuru Ch. 奏手イヅル,イヅル,16/08/2020,239465,cover,https://i.ytimg.com/vi/OsUybM5cJUc/default.jpg
21/02/2022,JSOXoNVTy0g,【歌ってみた】好き！雪！本気マジック,Lamy Ch. 雪花ラミィ,,15/08/2020,507100,cover,https://i.ytimg.com/vi/JSOXoNVTy0g/default.jpg
21/02/2022,UPH6rlRDPHk,【4K】気まぐれメルシィ-coverd by百鬼あやめ×カグラナナ【full dance ver】,カグラナナchannel／ななかぐら,メル あやめ,14/08/2020,1610087,cover,https://i.ytimg.com/vi/UPH6rlRDPHk/default.jpg
21/02/2022,q4O-JlmrdQA,ホロライブ言えるかな？／角巻わため【オリジナル曲】,Watame Ch. 角巻わため,わため,10/08/2020,2225268,original,https://i.ytimg.com/vi/q4O-JlmrdQA/default.jpg
21/02/2022,UXUn_ZqeM4Q,【２周年記念】ワンルームシュガーライフ／湊あくあ【歌ってみた】,Aqua Ch. 湊あくあ,あくあ,09/08/2020,2223731,cover,https://i.ytimg.com/vi/UXUn_ZqeM4Q/default.jpg
21/02/2022,7h7NuUAd7yg,【ロボ子さん】アザミナ/VTuberオリジナル楽曲アルバム第3弾「VirtuaREAL.02」,Roboco Ch. - ロボ子,ロボ子,04/08/2020,70114,original,https://i.ytimg.com/vi/7h7NuUAd7yg/default.jpg
21/02/2022,ZYakJuCAAeE,ミルクと果実のうた/Music Video【電脳少女シロ/白上フブキ/アキローゼンタール/神楽すず/燦鳥ノム】【ミルクと果実シスターズ】,燦鳥ノム - SUNTORY NOMU -,フブキ アキ,31/07/2020,248864,original,https://i.ytimg.com/vi/ZYakJuCAAeE/default.jpg
21/02/2022,Wy235rMaOnc,【AZKi 5th LIVE】青い夢【#開拓者全滅】,AZKi Channel,AZKi,31/07/2020,87558,original,https://i.ytimg.com/vi/Wy235rMaOnc/default.jpg
21/02/2022,e7VK3pne8N4,【original】Ahoy!! 我ら宝鐘海賊団☆【ホロライブ/宝鐘マリン】,Marine Ch. 宝鐘マリン,マリン,30/07/2020,13472986,original,https://i.ytimg.com/vi/e7VK3pne8N4/default.jpg
21/02/2022,88UYLWDjomE,アザミナ,Robokosan - Topic,,30/07/2020,298255,original,https://i.ytimg.com/vi/88UYLWDjomE/default.jpg
21/02/2022,5yDNEmcKQFY,D/Zeal「餞の鳥」 / ときのそら × 星街すいせい(Cover),Suisei Channel,そら すいせい,30/07/2020,1997192,cover,https://i.ytimg.com/vi/5yDNEmcKQFY/default.jpg
21/02/2022,4X-eZH87BTw,夜に駆ける / Covered by 紫咲シオン【YOASOBI】,Shion Ch. 紫咲シオン,シオン,29/07/2020,5329757,cover,https://i.ytimg.com/vi/4X-eZH87BTw/default.jpg
21/02/2022,3UV8OZj2olg,-ERROR/常闇トワ(cover),Towa Ch. 常闇トワ,トワ,26/07/2020,8257564,cover,https://i.ytimg.com/vi/3UV8OZj2olg/default.jpg
21/02/2022,ZRwvRUjk1Qs,【元気いっぱいに】そばかす(cover)【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,25/07/2020,718440,cover,https://i.ytimg.com/vi/ZRwvRUjk1Qs/default.jpg
21/02/2022,LPpDDSajl1M,ヤングドーナツのうた / #夏色吹雪 cover,Matsuri Channel 夏色まつり,フブキ,22/07/2020,189655,cover,https://i.ytimg.com/vi/LPpDDSajl1M/default.jpg
21/02/2022,s3R9c8LQWMk,気まぐれメルシィ／百鬼あやめ×カグラナナ【歌ってみた】,カグラナナchannel／ななかぐら,メル あやめ,18/07/2020,827749,cover,https://i.ytimg.com/vi/s3R9c8LQWMk/default.jpg
21/02/2022,Kn066hDKjx4,Shiny Smily Story,hololive IDOL PROJECT - Topic,,17/07/2020,2165388,original,https://i.ytimg.com/vi/Kn066hDKjx4/default.jpg
21/02/2022,vE4L1IWLeag,キラメキライダー☆,hololive IDOL PROJECT - Topic,キラ,17/07/2020,1785149,original,https://i.ytimg.com/vi/vE4L1IWLeag/default.jpg
21/02/2022,g1LVzoAxiKk,夢見る空へ,hololive IDOL PROJECT - Topic,,17/07/2020,892455,original,https://i.ytimg.com/vi/g1LVzoAxiKk/default.jpg
21/02/2022,REDsLGiscdo,シャルイース,アキ・ローゼンタール - Topic,ルイ,17/07/2020,187401,original,https://i.ytimg.com/vi/REDsLGiscdo/default.jpg
21/02/2022,a9EZ2KFTbYM,【朝ノ瑠璃×星街すいせい】アライブファクター／如月千早(今井麻美)＆最上静香(田所あずさ)【アイドルマスター ミリオンライブ！ 蒼の系譜】,朝ノ姉妹ぷろじぇくと,すいせい,17/07/2020,1510144,original,https://i.ytimg.com/vi/a9EZ2KFTbYM/default.jpg
21/02/2022,Q4-h-IdOqLs,太陽が似合うよ / Taiyou ga Niau yo | Airani Iofifteen Cover 「歌ってみた」,Airani Iofifteen Channel hololive-ID,Iofi,15/07/2020,127119,cover,https://i.ytimg.com/vi/Q4-h-IdOqLs/default.jpg
21/02/2022,saizawXi4i0,ハロハロナリヤンス音頭 / 戌神ころね(cover),Korone Ch. 戌神ころね,ころね,12/07/2020,794746,cover,https://i.ytimg.com/vi/saizawXi4i0/default.jpg
21/02/2022,P8OjkcLzYCM,愛昧ショコラーテ／角巻わため【original】,Watame Ch. 角巻わため,わため,12/07/2020,1970744,original,https://i.ytimg.com/vi/P8OjkcLzYCM/default.jpg
21/02/2022,59NCxc_iXGE,【歌ってみた】ヒロイン育成計画【Covered by 岸堂天真/ホロスターズ】,Temma Ch. 岸堂天真,天真,12/07/2020,124095,cover,https://i.ytimg.com/vi/59NCxc_iXGE/default.jpg
21/02/2022,cmT3Z2TQkEU,【Cover】ユニバース【奏手イヅル/花咲みやび】,Miyabi Ch. 花咲みやび,みやび イヅル,11/07/2020,193069,cover,https://i.ytimg.com/vi/cmT3Z2TQkEU/default.jpg
21/02/2022,Ro-7kxRHCdg,【オリジナルソング】青い夢 / AZKi【でも、逃げないよ。夢だから】,AZKi Channel,AZKi,10/07/2020,90500,original,https://i.ytimg.com/vi/Ro-7kxRHCdg/default.jpg
21/02/2022,Ur0K2WA67jw,【5人で】Alice in N.Y.【歌ってみた/ホロALICE】,SoraCh. ときのそらチャンネル,そら すいせい マリン フレア かなた,07/07/2020,7254985,cover,https://i.ytimg.com/vi/Ur0K2WA67jw/default.jpg
21/02/2022,c25iBKPN6w4,ボッカデラベリタ/ covered by ロボ子さん,Roboco Ch. - ロボ子,ロボ子,07/07/2020,731954,cover,https://i.ytimg.com/vi/c25iBKPN6w4/default.jpg
21/02/2022,N_1xVr7wp6Q,【Original MemeSong】KSZK song【Moona Hoshinova】,Moona Hoshinova hololive-ID,Moona,29/06/2020,102141,original,https://i.ytimg.com/vi/N_1xVr7wp6Q/default.jpg
21/02/2022,Ii7rtNaGlls,【3DMV】シャルイース /Aki Rosenthal【ホロライブ|民族調オリジナル】,アキロゼCh。Vtuber/ホロライブ所属,ルイ,29/06/2020,1115333,original,https://i.ytimg.com/vi/Ii7rtNaGlls/default.jpg
21/02/2022,VI1ZWkQadTc,あゝオオサカdreamin'night / どついたれ本舗【Covered by 夕刻ロベル・岸堂天真・アステル】,Roberu Ch. 夕刻ロベル,アステル 天真 ロベル,29/06/2020,918439,cover,https://i.ytimg.com/vi/VI1ZWkQadTc/default.jpg
21/02/2022,uf9YfzyLG2Q,Ochame Kinou - hololive Indonesia (Cover),hololive Indonesia,Risu Moona Iofi,29/06/2020,1032617,cover,https://i.ytimg.com/vi/uf9YfzyLG2Q/default.jpg
21/02/2022,HkMXq08WlJo,シャンパーニュ・デイ / 星街すいせい(cover),Suisei Channel,すいせい,28/06/2020,970383,cover,https://i.ytimg.com/vi/HkMXq08WlJo/default.jpg
21/02/2022,NK6Elz5MrqQ,Re:Hello world / 律可【オリジナルMV】,Rikka ch.律可,律可,28/06/2020,446301,original,https://i.ytimg.com/vi/NK6Elz5MrqQ/default.jpg
21/02/2022,ZQ3gmQzpvBM,黒い羊/常闇トワ(cover),Towa Ch. 常闇トワ,トワ,28/06/2020,1428879,cover,https://i.ytimg.com/vi/ZQ3gmQzpvBM/default.jpg
21/02/2022,MZm_Xy2zJq8,「ぼくの夢、メチャクソ無限湧き」ARuFa / 夏色まつりcover,Matsuri Channel 夏色まつり,,27/06/2020,412189,cover,https://i.ytimg.com/vi/MZm_Xy2zJq8/default.jpg
21/02/2022,t-Y-UnC2HQo,【うたみた】恋の魔法【ホロライブ/大空スバル】,Subaru Ch. 大空スバル,スバル,26/06/2020,3827248,original,https://i.ytimg.com/vi/t-Y-UnC2HQo/default.jpg
21/02/2022,-Kvn8qpMUdQ,【Cover】虹を待つ人 / 奏手イヅル(Kanade Izuru),Izuru Ch. 奏手イヅル,イヅル,22/06/2020,112796,cover,https://i.ytimg.com/vi/-Kvn8qpMUdQ/default.jpg
21/02/2022,llv_1-WEQGg,君と眺める夏の花 / 夏色まつり【オリジナル曲】,Matsuri Channel 夏色まつり,祭り キラ,20/06/2020,706061,original,https://i.ytimg.com/vi/llv_1-WEQGg/default.jpg
21/02/2022,wzygAKsIqk0,【オリジナルソング】Take me to Heaven / AZKi【連れて行って、あのメロディへ】,AZKi Channel,AZKi,15/06/2020,172021,original,https://i.ytimg.com/vi/wzygAKsIqk0/default.jpg
21/02/2022,n8Z7mUOGEAE,【みんなにありがとう🔥】愛言葉Ⅲ／不知火フレア cover【歌ってみた】,Flare Ch. 不知火フレア,フレア,14/06/2020,843420,cover,https://i.ytimg.com/vi/n8Z7mUOGEAE/default.jpg
21/02/2022,R_gGlLTA3VM,StaRt/Mrs. GREEN APPLE：白上フブキ(1Chorus),フブキCh。白上フブキ,フブキ,14/06/2020,3276135,original,https://i.ytimg.com/vi/R_gGlLTA3VM/default.jpg
21/02/2022,9XYweRCPbA8,弾き語り 香水/瑛人 １chorus.ver『covered by 律可』,Rikka ch.律可,律可,14/06/2020,29544,cover,https://i.ytimg.com/vi/9XYweRCPbA8/default.jpg
21/02/2022,phGUYXm1e_I,Colorful World  / 夏色まつりcover ( 1cho.ver ),Matsuri Channel 夏色まつり,,13/06/2020,215190,cover,https://i.ytimg.com/vi/phGUYXm1e_I/default.jpg
21/02/2022,AlUOv6fSGV0,【ぬんぬんと覚える】青空のシンフォニー【コール練習動画※ShortVersion】,SoraCh. ときのそらチャンネル,そら,12/06/2020,31328,original,https://i.ytimg.com/vi/AlUOv6fSGV0/default.jpg
21/02/2022,a67XEIAJopM,【1周年記念】私、アイドル宣言/花咲みやび【歌ってみた】,Miyabi Ch. 花咲みやび,みやび,08/06/2020,74864,cover,https://i.ytimg.com/vi/a67XEIAJopM/default.jpg
21/02/2022,W0_iSvXdM6c,Synchronicity III: Requiem of the Endless World || Aoi Sora × @Moona Hoshinova hololive-ID,Aoi Sora Channel,Moona,08/06/2020,162279,original,https://i.ytimg.com/vi/W0_iSvXdM6c/default.jpg
21/02/2022,-BI2YFYWnjc,【1人2役】獣ゆく細道／天音かなた(Cover),Kanata Ch. 天音かなた,かなた,07/06/2020,1045562,cover,https://i.ytimg.com/vi/-BI2YFYWnjc/default.jpg
21/02/2022,pkGvRvyEItM,『RED HEART』1stオリジナルソング-宣伝MV-,HAACHAMA Ch 赤井はあと,,06/06/2020,389924,original,https://i.ytimg.com/vi/pkGvRvyEItM/default.jpg
21/02/2022,aOMWaZb0VRo,【COVER】Again / Beverly【Moona Hoshinova】,Moona Hoshinova hololive-ID,Moona,04/06/2020,264872,cover,https://i.ytimg.com/vi/aOMWaZb0VRo/default.jpg
21/02/2022,VXTZN-06nzo,【1周年記念】Blessing / halyosy covered by HOLOSTARS【歌ってみた】,holostars ホロスターズ - VTuber Group,みやび イヅル アルランディス 律可 キラ アステル 天真 ロベル シエン オウガ,03/06/2020,1379294,cover,https://i.ytimg.com/vi/VXTZN-06nzo/default.jpg
21/02/2022,Ugnw2bDLLFs,【MMD】ECHO【赤井はあと】,Ƹ̵̡Ӝ̵̨̄Ʒ,はあと,02/06/2020,46190,original,https://i.ytimg.com/vi/Ugnw2bDLLFs/default.jpg
